green plant in pot	['pot', 'green']	X	['in plant', 'plant in', 'plants in', 'power plant in', 'plants in planter', 'in', 'plant', 'few plants in', 'plant near', 'flowered plant in white']		what is in the flower pot
there is a building view from the window	['building', 'window']	view from	['view from', 'view in', 'enjoy view from', 'hanging from the', 'view from beach', 'is across from the', 'that from', 'viewed from', 'the', 'from']		what is outside the window
there is a building view from the window	['view', 'window']	from	['hanging from the', 'from', 'from in', 'the', 'that from', 'is across from the', 'in the', 'from one', 'from first', 'around the']		what is outside the window
the keyboard is in front of the monitor	['front', 'monitor']	of	['the', 'on the', 'inside the', 'in the', 'beside the', 'watching the', 'across the', 'at the', 'behind the', 'around the']		what is the status of the monitor
this office chair has wheels	['chair', 'wheels']	has	['has', 'has has', 'has head', 'head has', 'on chair has', 'has arm', 'grip has', 'has been', 'has rear', 'has propeller']		what kind of chair is this
it appears to be an office	['office', 'it']	X	['seems be', 'is an', 'may be an apartment', 'appears', 'can also be an', 'may be', 'is carrying an', 'might be', 'that is', 'be']		what room is it
the keyboard is in front of the monitor	['front', 'monitor']	of	['the', 'on the', 'inside the', 'in the', 'beside the', 'watching the', 'across the', 'at the', 'behind the', 'around the']		what state is the monitor in
the keyboard is in front of the monitor	['front', 'monitor']	of	['the', 'on the', 'inside the', 'in the', 'beside the', 'watching the', 'across the', 'at the', 'behind the', 'around the']		where in the monitor
a bag is on the floor	['bag', 'floor']	on the	['is on the', 'that is on the', 'is sitting on the', 'is lying on the', 'is talking on the', 'is on', 'remains on the', 'is skateboarding on the', 'are on the', 'on the']		where is the bag
the box is brown and on the floor	['box', 'brown']	color	['is', 'is inside', 'is for', 'is beside', 'is wearing', 'is in', 'is an', 'that is', 'is parked', 'is around']		where is the box
the box is brown and on the floor	['box', 'floor']	on the	['is on the', 'is lying on the', 'is sitting on the', 'that is on the', 'is talking on the', 'remains on the', 'is on', 'are on the', 'on the', 'is skateboarding on the']		where is the box
the box is brown and on the floor	['box', 'brown']	color	['is', 'is inside', 'is for', 'is beside', 'is wearing', 'is in', 'is an', 'that is', 'is parked', 'is around']		where is the brown box
the box is brown and on the floor	['box', 'floor']	on the	['is on the', 'is lying on the', 'is sitting on the', 'that is on the', 'is talking on the', 'remains on the', 'is on', 'are on the', 'on the', 'is skateboarding on the']		where is the brown box
the box is brown and on the floor	['floor', 'brown']	color	['on the', 'sitting on the', 'on the side', 'lying on the', 'standing on the', 'sits on the', 'walking on the', 'shining on the', 'stand on the', 'getting on the']		where is the brown box
the chair is infront of the desk	['chair', 'desk']	in front of	['is behind the', 'is at the', 'is watching the', 'is off the', 'is on the', 'is in the', 'is sitting on the', 'is with the', 'is under the', 'is touching the']		where is the chair
there is a computer on the desk	['computer', 'desk']	on the	['on the', 'sitting on the', 'writing on the', 'sits on the', 'on the side', 'standing on the', 'getting on the', 'is on the', 'lying on the', 'surfing on the']		where is the computer
cpu is on the floor	['cpu', 'floor']	on the	['is on the', 'that is on the', 'is sitting on the', 'is lying on the', 'is on', 'is talking on the', 'remains on the', 'is skateboarding on the', 'are on the', 'on the']		where is the cpu
there is a building view from the window	['building', 'window']	view from	['view from', 'view in', 'enjoy view from', 'hanging from the', 'view from beach', 'is across from the', 'that from', 'viewed from', 'the', 'from']		why can the building be seen across the street
the room is well lit	['room', 'lit']	is	['are well', 'is', 'well', 'is for', 'room well', 'that is', 'is in', 'is above', 'is inside', 'is around']		how is the light in the room
there are two computers in the picture	['computers', 'picture']	in the	['in the', 'sitting in the', 'in the middle', 'is in the', 'running in the', 'displayed in the', 'are in the', 'standing in the', 'sits in the', 'jumping in the']		how many computer screens are pictured
there are several notes on the desk	['notes', 'desk']	on the	['on the', 'sitting on the', 'writing on the', 'noted on the', 'sits on the', 'on the side', 'standing on the', 'is on the', 'getting on the', 'remains on the']		how many keyboards are on the desk
there are several notes on the desk	['desk', 'several']	X	['on the', 'noted on the', 'writing on the', 'sitting on the', 'sits on the', 'is on the', 'getting on the', 'are on the', 'on the side', 'pin on the']		how many keyboards are on the desk
there are several notes on the desk	['notes', 'desk']	on the	['on the', 'sitting on the', 'writing on the', 'noted on the', 'sits on the', 'on the side', 'standing on the', 'is on the', 'getting on the', 'remains on the']		what are the little yellow pieces of paper on the desk
there are several notes on the desk	['desk', 'several']	X	['on the', 'noted on the', 'writing on the', 'sitting on the', 'sits on the', 'is on the', 'getting on the', 'are on the', 'on the side', 'pin on the']		what are the little yellow pieces of paper on the desk
the chair is grey in color	['chair', 'color']	X	['is in', 'is in the', 'is seen in', 'was in', 'is in womans', 'is covered in', 'is skiing in', 'is in calfs', 'appears in', 'comes in']		what color is the chair
black and white composition book	['book', 'black']	color	['white', 'white colored', 'size white', 'white ceramic', 'black', 'large white', 'length white', 'colored', 'painted white', 'black on white']		what color is the composition book
black and white composition book	['book', 'white']	color	['composed', 'structure', 'makeup', 'color', 'black book', 'coloring', 'composing', 'refracting', 'white', 'colored']		what color is the composition book
the keyboard is black	['keyboard', 'black']	color	['is', 'is wearing', 'is for', 'is an', 'that is', 'is in', 'is by', 'is inside', 'is full', 'is around']		what color is the keyboard
the wall is green	['wall', 'green']	color	['is', 'is inside', 'is behind', 'is for', 'that is', 'is beside', 'is standing', 'is in', 'is around', 'is on']		what color is the wall
there is a computer on the desk	['computer', 'desk']	on the	['on the', 'sitting on the', 'writing on the', 'sits on the', 'on the side', 'standing on the', 'getting on the', 'is on the', 'lying on the', 'surfing on the']		what is in the center of the desk
composition book laying on the desk	['book', 'desk']	laying on	['laying on the', 'laying on', 'on the', 'laying on its', 'lying on the', 'laying on desk in', 'sitting on the', 'laying on an', 'laying on right', 'laying on some']		what is laying on the desk
the water bottle is on a desk	['water', 'desk']	X	['is on', 'bottle on', 'on bottle', 'water bottle on', 'bottles on', 'glass bottle on', 'was on', 'is on the', 'is not on', 'is sitting on']		what is on the desk
there is a chair infront of the desk	['infront', 'desk']	of	['the', 'inside the', 'beside the', 'on the', 'around the', 'behind the', 'at the', 'in the', 'down the', 'across the']		what is seated next to the desk
there is a chair infront of the desk	['desk', 'chair']	X	['the', 'beside the', 'inside the', 'behind the', 'around the', 'watching the', 'down the', 'at the', 'sitting at the', 'i the']		what is seated next to the desk
papers laying on the desk	['papers', 'desk']	laying on	['laying on the', 'laying on', 'on the', 'laying on its', 'lying on the', 'sitting on the', 'laying on desk in', 'laying on an', 'laying on right', 'laying on some']		what is strewn over the desk
there is a water bottle on the desk	['water', 'desk']	X	['bottle on', 'on bottle', 'on the', 'bottles on', 'water bottle on', 'bottle on center', 'glass bottle on', 'empty bottle on', 'the', 'sitting on the']		what kind of bottle is sitting on the desk
there is a water bottle on the desk	['bottle', 'desk']	on the	['on the', 'sitting on the', 'on the side', 'standing on the', 'sits on the', 'getting on the', 'is on the', 'writing on the', 'remains on the', 'stand on the']		what kind of bottle is sitting on the desk
there is a desktop computer on the desk	['computer', 'desk']	on the	['on the', 'sitting on the', 'writing on the', 'sits on the', 'on the side', 'standing on the', 'getting on the', 'is on the', 'lying on the', 'surfing on the']		what kind of computer is shown
there is a computer on the desk	['computer', 'desk']	on the	['on the', 'sitting on the', 'writing on the', 'sits on the', 'on the side', 'standing on the', 'getting on the', 'is on the', 'lying on the', 'surfing on the']		what kind of notebook is on the desk
wire cables are on the floor	['wire', 'floor']	X	['are on the', 'are on', 'on are', 'that are on the', 'are the', 'are wires on', 'that are on', 'on the', 'are lined on the', 'is on the']		where are the wire cables
wire cables are on the floor	['cables', 'floor']	on the	['are on the', 'that are on the', 'are lined on the', 'are on', 'on are', 'are the', 'is on the', 'are on in', 'that are on', 'on the']		where are the wire cables
a black  pen and white mouse on the table	['pen', 'white']	X	['pen', 'white', 'black', 'blue', 'brown', 'colored', 'white collar', 'gray', 'white shirt', 'arrow white']		where is a black and white notebook
a black  pen and white mouse on the table	['mouse', 'black']	X	['pen', 'white', 'white collar', 'white colored', 'arrow white', 'cat white', 'white shirt', 'white striped', 'white wooden', 'black']		where is a black and white notebook
a black  pen and white mouse on the table	['table', 'black']	X	['on mouse', 'pen on', 'on white', 'white on', 'that white on', 'on the', 'knob on white', 'on white paper', 'clock white on', 'white window on']		where is a black and white notebook
a black  pen and white mouse on the table	['table', 'white']	X	['on mouse', 'on the', 'sitting on the', 'on the side', 'image on the', 'panted on the', 'walking on the', 'sits on the', 'getting on the', 'pin on the']		where is a black and white notebook
phone sitting on the desk	['phone', 'desk']	sitting on	['sitting on the', 'is sitting on the', 'sits on the', 'standing on the', 'on the', 'on sitting', 'sitting on', 'lying on the', 'sitting on another', 'parked on the']		where is the landline phone
a silver screen-saver pattern on the black monitor	['pattern', 'silver']	color	['silver', 'pattern', 'gold', 'silver colored', 'copper', 'link silver', 'metallic', 'colored', 'purple', 'silver wrist']		where is the silver swirl design shown
a silver screen-saver pattern on the black monitor	['monitor', 'silver']	X	['black that on', 'in black on', 'black on', 'on black', 'pattern on', 'on the', 'that white on', 'black in color on', 'on white', 'white on']		where is the silver swirl design shown
there are photos on the desk	['photos', 'desk']	on the	['on the', 'sitting on the', 'standing on the', 'image on the', 'on the side', 'sits on the', 'writing on the', 'stand on the', 'getting on the', 'lying on the']		how many computers are on the desk
a black telephone on the table	['telephone', 'table']	on the	['on the', 'sitting on the', 'on the side', 'standing on the', 'sits on the', 'stand on the', 'is on the', 'on placed on the', 'lying on the', 'are on the']		what cold is the computer on the table
a black telephone on the table	['table', 'black']	X	['on the', 'on phone', 'phone on', 'standing on the', 'sitting on the', 'walking on the', 'on placed on the', 'located on the', 'laying on the', 'lying on the']		what cold is the computer on the table
an orange cloth is on a chair	['cloth', 'chair']	on the	['is on', 'is on the', 'is sitting on', 'is not on', 'is standing on', 'is lying on', 'was on', 'is on its', 'is on mans', 'is perched on']		what color is the cloth
keyboard is white in color	['keyboard', 'color']	X	['is in', 'are white in', 'in white', 'white in', 'appears black in', 'are black in', 'black in', 'in black', 'that white in', 'is covered in']		what color is the cpu
keyboard is white in color	['color', 'white']	in	['in', 'in white', 'white in', 'color in', 'in color', 'black in color', 'black in', 'in black', 'in colored', 'blue in']		what color is the cpu
keyboard is white in color	['keyboard', 'color']	white	['is in', 'are white in', 'in white', 'white in', 'appears black in', 'are black in', 'black in', 'in black', 'that white in', 'is covered in']		what color is the desk
keyboard is white in color	['color', 'white']	in	['in', 'in white', 'white in', 'color in', 'in color', 'black in color', 'black in', 'in black', 'in colored', 'blue in']		what color is the desk
keyboard is white in color	['keyboard', 'white']	color	['is', 'is wearing', 'that is', 'is an', 'is for', 'is beside', 'is by', 'is inside', 'is around', 'is in']		what color is the keyboard
keyboard is white in color	['keyboard', 'color']	X	['is in', 'are white in', 'in white', 'white in', 'appears black in', 'are black in', 'black in', 'in black', 'that white in', 'is covered in']		what color is the keyboard
keyboard is white in color	['color', 'white']	in	['in', 'in white', 'white in', 'color in', 'in color', 'black in color', 'black in', 'in black', 'in colored', 'blue in']		what color is the keyboard
large orange luggage bag	['orange', 'bag']	color	['luggage', 'leather luggage', 'green luggage', 'suitcase', 'bags', 'with luggage', 'rolling luggage', 'bag', 'backpack', 'cargo']		what color is the luggage bag
large orange luggage bag	['bag', 'large']	size	['orange', 'luggage', 'green luggage', 'leather luggage', 'orange shoe', 'orange cloth', 'orange shirt', 'containing orange', 'orange dog', 'orange runway']		what color is the luggage bag
a phone is black and gray	['phone', 'black']	color	['is', 'that is', 'is for', 'is in', 'is an', 'is wearing', 'is by', 'is standing', 'is around', 'is inside']		what color is the phone
a phone is black and gray	['phone', 'gray']	color	['is', 'are black', 'black', 'has black', 'black for', 'appears black in', 'is wearing', 'shows black', 'makes white', 'are white']		what color is the phone
the wall is white	['wall', 'white']	color	['is', 'is inside', 'is beside', 'is standing', 'is wearing', 'that is', 'is for', 'is behind', 'is above', 'is by']		what color is the wall
a white mouse on the table	['mouse', 'table']	on the	['on the', 'on the side', 'sitting on the', 'sits on the', 'standing on the', 'is on the', 'stand on the', 'getting on the', 'remains on the', 'are on the']		what color light is on the mouse
a picture with a black frame	['picture', 'black']	X	['with', 'with black', 'white with', 'with white', 'blue with', 'with blue', 'brown with', 'with brown', 'red with', 'with red']		what has a black frame
a picture with a black frame	['picture', 'frame']	with	['with black', 'white with', 'with white', 'with black pattern', 'that black with', 'sitting with black', 'woman with black', 'boy with black', 'with black letter', 'white sign with black']		what has a black frame
the wall is white	['wall', 'white']	color	['is', 'is inside', 'is beside', 'is standing', 'is wearing', 'that is', 'is for', 'is behind', 'is above', 'is by']		what is hanging on the wall
pen are in a cup	['pen', 'cup']	in	['are in', 'are in the', 'are in with', 'are in their', 'are out in', 'are all in', 'are in some', 'are two in', 'are up in', 'are on in']		what is in the cup
a jacket is on the chair	['jacket', 'chair']	on the	['is on the', 'that is on the', 'is sitting on the', 'is talking on the', 'is lying on the', 'is on', 'remains on the', 'is skateboarding on the', 'are on the', 'on the']		what is on the chair
a book is on the desk	['book', 'desk']	on the	['is on the', 'that is on the', 'is sitting on the', 'is talking on the', 'is lying on the', 'remains on the', 'is on', 'is skateboarding on the', 'are on the', 'on the']		what is on the desk
there is a phone on the desk	['phone', 'desk']	on the	['on the', 'sitting on the', 'standing on the', 'on the side', 'writing on the', 'sits on the', 'getting on the', 'stand on the', 'is on the', 'lying on the']		what is on the left of desk
there is a phone on the desk	['phone', 'desk']	on the	['on the', 'sitting on the', 'standing on the', 'on the side', 'writing on the', 'sits on the', 'getting on the', 'stand on the', 'is on the', 'lying on the']		what is on the right of the desk
there is a computer on top of the desk	['computer', 'desk']	on top	['on top', 'top on', 'in on top', 'on the', 'on top on', 'on top another', 'on top their', 'on top with', 'on top top', 'standing on top']		what is under the desk
there is a computer on top of the desk	['top', 'desk']	of	['the', 'in the', 'next the', 'on the', 'behind the', 'line the', 'inside the', 'above the', 'for the', 'around the']		what is under the desk
there desk is wooden	['desk', 'wooden']	made of	['is', 'is beside', 'is standing', 'is inside', 'is atop', 'is around', 'is for', 'is parked', 'that is', 'is at']		what is wooden
the room seems to be an office	['room', 'office']	seems be	['seems be', 'is an', 'may be an apartment', 'can also be an', 'might be', 'that is', 'is carrying an', 'may be', 'have an', 'if an']		what kind of room is this
it is an indoor scene	['scene', 'it']	X	['is an', 'is', 'is carrying an', 'an outdoors', 'by an outdoor', 'an', 'was in an', 'for an', 'are at an outdoor', 'has an']		what scene is this
you cannot determine what time of the day it is	['time', 'it']	X	['day', 'the', 'day time', 'day on', 'during day', 'on the', 'at the', 'the lasting time of', 'for the', 'in the']		what type of phone is it
cables  are on the floor	['cables', 'floor']	on the	['are on the', 'that are on the', 'are lined on the', 'are on', 'on are', 'are the', 'is on the', 'are on in', 'that are on', 'on the']		where are the cables
pens are on the desk	['pens', 'desk']	on the	['are on the', 'that are on the', 'are lined on the', 'are on', 'on are', 'is on the', 'are on in', 'are the', 'that are on', 'on the']		where are the pens
keyboard is gray and white	['keyboard', 'gray']	color	['is', 'is an', 'is wearing', 'that is', 'is inside', 'is beside', 'is for', 'is parked', 'is in', 'was']		where are white and gray keys
keyboard is gray and white	['keyboard', 'white']	color	['is', 'are gray', 'gray', 'has gray', 'gray for', 'has gray brown', 'is wearing', 'wears gray', 'gray in', 'in gray']		where are white and gray keys
a book is on the desk	['book', 'desk']	on the	['is on the', 'that is on the', 'is sitting on the', 'is talking on the', 'is lying on the', 'remains on the', 'is on', 'is skateboarding on the', 'are on the', 'on the']		where is a book
cpu is on the floor	['cpu', 'floor']	on the	['is on the', 'that is on the', 'is sitting on the', 'is lying on the', 'is on', 'is talking on the', 'remains on the', 'is skateboarding on the', 'are on the', 'on the']		where is a cpu
there is a phone on the desk	['phone', 'desk']	on the	['on the', 'sitting on the', 'standing on the', 'on the side', 'writing on the', 'sits on the', 'getting on the', 'stand on the', 'is on the', 'lying on the']		where is a phone
there is a desktop computer on the desk	['computer', 'desk']	on the	['on the', 'sitting on the', 'writing on the', 'sits on the', 'on the side', 'standing on the', 'getting on the', 'is on the', 'lying on the', 'surfing on the']		where is the computer
the cpu is on the floor	['cpu', 'floor']	on the	['is on the', 'that is on the', 'is sitting on the', 'is lying on the', 'is on', 'is talking on the', 'remains on the', 'is skateboarding on the', 'are on the', 'on the']		where is the cpu
cup of pens behind the rolodex.	['cup', 'pens']	of	['cup', 'pen', 'bottle', 'spoon', 'jar', 'bag', 'dispenser', 'mug', 'carton', 'bags']		where is the cup of pens
red jacket across the chair.	['jacket', 'chair']	across	['across the', 'around the', 'strech across the', 'across', 'the', 'across entire', 'is across from the', 'over the', 'across their', 'in the']		where is the red jacket
red jacket across the chair.	['chair', 'red']	X	['across the', 'the', 'around the', 'strech across the', 'in red jacket', 'across', 'across entire', 'down the', 'over the', 'in the']		where is the red jacket
a telephone is in the picture	['telephone', 'picture']	in the	['is in the', 'is in', 'in the', 'are in the', 'is at the', 'is with the', 'is on the', 'sits in the', 'was taken in the', 'is behind the']		who might be in the picture by the keyboard
the desk is brown	['desk', 'brown']	color	['is', 'is beside', 'is inside', 'is standing', 'is around', 'is for', 'is wearing', 'is parked', 'that is', 'is in']		how dirty is the desk
the desk is brown	['desk', 'brown']	color	['is', 'is beside', 'is inside', 'is standing', 'is around', 'is for', 'is wearing', 'is parked', 'that is', 'is in']		what color is the desk
a white envelope is on the desk	['envelope', 'desk']	on the	['is on the', 'that is on the', 'is sitting on the', 'is lying on the', 'is talking on the', 'remains on the', 'is on', 'is skateboarding on the', 'are on the', 'on the']		what color is the envelope
keyboard is white in colour	['keyboard', 'white']	color	['is', 'is wearing', 'that is', 'is an', 'is for', 'is beside', 'is by', 'is inside', 'is around', 'is in']		what color is the keyboard
keyboard is white in colour	['keyboard', 'colour']	X	['are white in', 'in white', 'white in', 'is in', 'appears black in', 'are black in', 'black in', 'in black', 'that white in', 'is in the']		what color is the keyboard
lamp shade is on the desk	['lamp', 'desk']	on the	['is on the', 'is sitting on the', 'is lying on the', 'that is on the', 'is on', 'is talking on the', 'are on the', 'on the', 'is skateboarding on the', 'remains on the']		what color is the lamp shade
lamp shade is on the desk	['shade', 'desk']	on the	['is on the', 'that is on the', 'is sitting on the', 'is lying on the', 'is talking on the', 'is on', 'remains on the', 'is skateboarding on the', 'are on the', 'on the']		what color is the lamp shade
a golden lamp stand is on the table	['lamp', 'table']	on the	['is on the', 'stand on the', 'is sitting on the', 'is lying on the', 'that is on the', 'is standing on', 'is talking on the', 'are on the', 'is skateboarding on the', 'is on']		what color is the lamp stand
a golden lamp stand is on the table	['stand', 'golden']	color	['lamp', 'brown lamp stand', 'white lamp', 'lamp mounted', 'lamp post', 'lamp in', 'lamp on', 'candle', 'candelabra', 'chandelier']		what color is the lamp stand
a golden lamp stand is on the table	['stand', 'table']	on the	['is on the', 'that is on the', 'is sitting on the', 'is lying on the', 'is talking on the', 'is on', 'remains on the', 'is skateboarding on the', 'are on the', 'on the']		what color is the lamp stand
a red and white cup is on the desk	['desk', 'red']	X	['is on the', 'is sitting on the', 'is lying on the', 'is talking on the', 'that is on the', 'is on', 'on the', 'are on the', 'is off the', 'on the in big white']		what color is the wall behind the desk
a red and white cup is on the desk	['desk', 'white']	X	['is on the', 'that is on the', 'is sitting on the', 'is talking on the', 'is lying on the', 'is on', 'is off the', 'is skateboarding on the', 'remains on the', 'on the']		what color is the wall behind the desk
dart on the wall	['dart', 'wall']	on the	['on the', 'on the side', 'sitting on the', 'standing on the', 'landing on the', 'sits on the', 'on the mans', 'walking on the', 'getting on the', 'lying on the']		what color is the wall
a books is on the desk	['books', 'desk']	on the	['is on the', 'that is on the', 'is sitting on the', 'is talking on the', 'is lying on the', 'remains on the', 'is on', 'is skateboarding on the', 'are on the', 'on the']		what does the sticker on the desk say
lamp shade is on the desk	['lamp', 'desk']	on the	['is on the', 'is sitting on the', 'is lying on the', 'that is on the', 'is on', 'is talking on the', 'are on the', 'on the', 'is skateboarding on the', 'remains on the']		what is directly below the lamp base
cd is on a rack	['cd', 'rack']	on the	['is on', 'is on the', 'is on mans', 'is not on', 'is on its', 'was on', 'is sitting on', 'is mounted on', 'is perched on', 'is lying on']		what is on the rack
a golden lamp stand is on the table	['lamp', 'table']	on the	['is on the', 'stand on the', 'is sitting on the', 'is lying on the', 'that is on the', 'is standing on', 'is talking on the', 'are on the', 'is skateboarding on the', 'is on']		what is on the table
a golden lamp stand is on the table	['stand', 'table']	on the	['is on the', 'that is on the', 'is sitting on the', 'is lying on the', 'is talking on the', 'is on', 'remains on the', 'is skateboarding on the', 'are on the', 'on the']		what is on the table
a golden lamp stand is on the table	['table', 'golden']	X	['is on the', 'stand on the', 'is sitting on the', 'is lying on the', 'is standing on', 'that is on the', 'is on', 'is talking on the', 'sits on the', 'is skateboarding on the']		what is on the table
a cd in the sleeve of a cd case	['cd', 'cd']	X	['in the', 'flowing in the', 'displayed in the', 'standing in the', 'is in the', 'sits in the', 'that in', 'running in the', 'parked in the', 'walking in the']		what is the cd in
a cd in the sleeve of a cd case	['cd', 'case']	in the	['in the', 'the', 'in', 'in shirt', 'bag in', 'drawer in', 'in sleeveless', 'stitched in', 'in purple', 'purple in']		what is the cd in
compact disk in a case	['disk', 'case']	in the	['in', 'in in', 'in the', 'in one', 'that in', 'from in', 'in last', 'probably in', 'in outside', 'outside in']		what is the compact disk in
compact disk in a case	['case', 'compact']	X	['in', 'imaged in', 'stored in', 'pane in', 'socketed in', 'cloud in', 'object in', 'in cabinets', 'in mirror', 'mirror in']		what is the compact disk in
there is a computer in the picture	['computer', 'picture']	in the	['in the', 'sitting in the', 'in the middle', 'is in the', 'displayed in the', 'running in the', 'sits in the', 'standing in the', 'are in the', 'jumping in the']		what is the picture next to the monitor
red and white plastic big gulp cup	['plastic', 'red']	color	['white', 'white colored', 'black', 'white striped', 'white green red', 'wearing white', 'thick white', 'bright white', 'painted white', 'white ceramic']		what is the red and white plastic cup
red and white plastic big gulp cup	['plastic', 'cup']		['big', 'big toothy', 'big brown', 'huge', 'big for', 'big pink', 'wearing big', 'big black', 'with big', 'suck']		what is the red and white plastic cup
red and white plastic big gulp cup	['gulp', 'red']	X	['black plastic', 'big black', 'big brown', 'large white', 'white plastic toilet', 'small white', 'big pink', 'plastic', 'red plastic', 'white']		what is the red and white plastic cup
red and white plastic big gulp cup	['cup', 'red']	color	['big brown', 'big black', 'black plastic', 'white plastic toilet', 'plastic', 'big', 'big pink', 'large white', 'small white', 'red plastic']		what is the red and white plastic cup
red and white plastic big gulp cup	['cup', 'white']	color	['big', 'plastic', 'big brown', 'big toothy', 'big pink', 'huge', 'big black', 'empty plastic', 'bag plastic', 'plastic water']		what is the red and white plastic cup
red and white plastic big gulp cup	['cup', 'big']		['slurping', 'suck', 'cup', 'drink', 'sipping', 'sippy', 'foamy', 'bottle', 'lick', 'sucking']		what is the red and white plastic cup
a white mouse on the mouse pad	['mouse', 'white']	color	['on the', 'on mouse', 'on', 'the', 'on this', 'image on the', 'panted on the', 'on the side', 'sitting on the', 'walking on the']		what is to the left of the white pen
a white mouse on the mouse pad	['pad', 'white']	X	['on mouse', 'mouse', 'on the', 'cat on', 'on cat', 'image on the', 'panted on the', 'on the side', 'the', 'computer on']		what is to the left of the white pen
a red and white cup is on the desk	['cup', 'red']	color	['white', 'white colored', 'black', 'white striped', 'white green red', 'wearing white', 'white shirt', 'thick white', 'red with white', 'bright white']		what kind of cup is on the desk
a red and white cup is on the desk	['cup', 'desk']	on the	['is on the', 'that is on the', 'is sitting on the', 'is talking on the', 'is lying on the', 'is on', 'remains on the', 'is skateboarding on the', 'are on the', 'on the']		what kind of cup is on the desk
a red and white cup is on the desk	['desk', 'red']	X	['is on the', 'is sitting on the', 'is lying on the', 'is talking on the', 'that is on the', 'is on', 'on the', 'are on the', 'is off the', 'on the in big white']		what kind of cup is on the desk
a red and white cup is on the desk	['desk', 'white']	X	['is on the', 'that is on the', 'is sitting on the', 'is talking on the', 'is lying on the', 'is on', 'is off the', 'is skateboarding on the', 'remains on the', 'on the']		what kind of cup is on the desk
mouse on a mouse pad with a wrist rest	['mouse', 'mouse']	X	['on', 'on mouse', 'on on', 'cat on', 'on cat', 'computer on', 'on computer', 'typing on', 'on screen', 'screen on']		what time of mouse pad is on the desk
mouse on a mouse pad with a wrist rest	['mouse', 'pad']	on the	['on mouse', 'on', 'mouse', 'cat on', 'on cat', 'computer on', 'on computer', 'typing on', 'button on', 'on screen']		what time of mouse pad is on the desk
mouse on a mouse pad with a wrist rest	['mouse', 'wrist']	X	['on with', 'with on', 'on mouse', 'with paw on', 'on', 'with shell on', 'with', 'with nose on', 'with fork on', 'with wings on']		what time of mouse pad is on the desk
mouse on a mouse pad with a wrist rest	['mouse', 'rest']	X	['knee pad on', 'arm pad on', 'with paw on', 'pad', 'on mouse', 'with finger', 'finger on', 'with nose on', 'glove on', 'pads on elbow']		what time of mouse pad is on the desk
mouse on a mouse pad with a wrist rest	['mouse', 'rest']	X	['pad', 'with finger', 'knee pad on', 'wrist', 'arm pad on', 'with neck', 'with fingernail', 'arm with', 'with arm', 'with fingers']		what time of mouse pad is on the desk
mouse on a mouse pad with a wrist rest	['pad', 'wrist']	X	['with', 'with finger', 'with hand', 'with neck', 'arm with', 'with arm', 'with fingers', 'with fingernail', 'with rubber', 'with hands']		what time of mouse pad is on the desk
mouse on a mouse pad with a wrist rest	['pad', 'rest']	with	['with finger', 'with neck', 'with', 'arm with', 'with arm', 'wrist', 'with fingernail', 'with hand', 'with fingers', 'legs with']		what time of mouse pad is on the desk
a white mouse on the mouse pad	['mouse', 'mouse']	X	['on the', 'on the side', 'sitting on the', 'remains on the', 'is on the', 'getting on the', 'standing on the', 'sits on the', 'image on the', 'walking on the']		where is the mouse pad
a white mouse on the mouse pad	['mouse', 'pad']	on the	['on the', 'on mouse', 'the', 'on', 'on this', 'image on the', 'panted on the', 'that on', 'on the side', 'sitting on the']		where is the mouse pad
a white mouse on the mouse pad	['mouse', 'white']	color	['on the', 'on mouse', 'on', 'the', 'on this', 'image on the', 'panted on the', 'on the side', 'sitting on the', 'walking on the']		where is the mouse pad
a white mouse on the mouse pad	['pad', 'white']	X	['on mouse', 'mouse', 'on the', 'cat on', 'on cat', 'image on the', 'panted on the', 'on the side', 'the', 'computer on']		where is the mouse pad
a painting is on the photo	['painting', 'photo']	on the	['is on the', 'that is on the', 'is sitting on the', 'is lying on the', 'is talking on the', 'is skateboarding on the', 'remains on the', 'is on', 'are on the', 'on the']		where is the painting
there is a computer in the picture	['computer', 'picture']	in the	['in the', 'sitting in the', 'in the middle', 'is in the', 'displayed in the', 'running in the', 'sits in the', 'standing in the', 'are in the', 'jumping in the']		where is the picture
there is a computer in the picture	['computer', 'picture']	in the	['in the', 'sitting in the', 'in the middle', 'is in the', 'displayed in the', 'running in the', 'sits in the', 'standing in the', 'are in the', 'jumping in the']		why is the computer monitor dark
there are several papers on the desk	['papers', 'desk']	on the	['on the', 'sitting on the', 'writing on the', 'on the side', 'standing on the', 'lying on the', 'getting on the', 'sits on the', 'is on the', 'stand on the']		how are the papers stacked in the corner
white thing is next to the computer	['thing', 'computer']	next to	['next the', 'is in the', 'is at the', 'is on the', 'is watching the', 'is off the', 'is behind the', 'is under the', 'that is on the', 'is with the']		what brand is the computer
white thing is next to the computer	['computer', 'white']	X	['is watching the', 'next the', 'is off the', 'is behind the', 'is in the', 'is talking on the', 'is at the', 'is on the', 'that is on the', 'is sitting on the']		what brand is the computer
white thing is next to the computer	['computer', 'next']	X	['the', 'next the', 'in the', 'for the', 'over the', 'on the', 'at the', 'around the', 'watching the', 'down the']		what brand is the computer
white thing is next to the computer	['thing', 'computer']	next to	['next the', 'is in the', 'is at the', 'is on the', 'is watching the', 'is off the', 'is behind the', 'is under the', 'that is on the', 'is with the']		what color is the computer screen
